Original File,Guessed File,Original NCD Score,Best NCD Score,Compressor,Sample Start,Sample Duration,Noise Level
Adeste-Fideles-Shorter.wav,sample02.wav,0.9579263711495116,0.9291784702549575,lzma,0.1,4,0
Adeste-Fideles-Shorter.wav,sample02.wav,0.9676934635612322,0.9291784702549575,lzma,0.1,4,0.1
Adeste-Fideles-Shorter.wav,sample02.wav,0.9744552967693464,0.9235127478753541,lzma,0.1,4,0.5
Adeste-Fideles-Shorter.wav,sample02.wav,0.9797145003756574,0.9235127478753541,lzma,0.1,4,1.0
Adeste-Fideles-Shorter.wav,sample02.wav,0.9406461307287753,0.9206798866855525,lzma,0.1,7,0
Adeste-Fideles-Shorter.wav,sample04.wav,0.9451540195341849,0.9203980099502488,lzma,0.1,7,0.1
Adeste-Fideles-Shorter.wav,sample02.wav,0.97145003756574,0.9178470254957507,lzma,0.1,7,0.5
Adeste-Fideles-Shorter.wav,sample02.wav,0.9782118707738543,0.9206798866855525,lzma,0.1,7,1.0
Adeste-Fideles-Shorter.wav,sample02.wav,0.9143501126972201,0.9121813031161473,lzma,0.1,10,0
Adeste-Fideles-Shorter.wav,sample02.wav,0.9248685199098422,0.9121813031161473,lzma,0.1,10,0.1
Adeste-Fideles-Shorter.wav,sample02.wav,0.9609316303531179,0.9121813031161473,lzma,0.1,10,0.5
Adeste-Fideles-Shorter.wav,sample02.wav,0.9774605559729527,0.9178470254957507,lzma,0.1,10,1.0
Adeste-Fideles-Shorter.wav,sample02.wav,0.9564237415477085,0.9263456090651558,lzma,0.3,4,0
Adeste-Fideles-Shorter.wav,sample02.wav,0.9624342599549212,0.9291784702549575,lzma,0.3,4,0.1
Adeste-Fideles-Shorter.wav,sample02.wav,0.9744552967693464,0.9206798866855525,lzma,0.3,4,0.5
Adeste-Fideles-Shorter.wav,sample02.wav,0.9789631855747558,0.9235127478753541,lzma,0.3,4,1.0
Adeste-Fideles-Shorter.wav,sample02.wav,0.9293764087152517,0.9150141643059491,lzma,0.3,7,0
Adeste-Fideles-Shorter.wav,sample02.wav,0.9383921863260706,0.9206798866855525,lzma,0.3,7,0.1
Adeste-Fideles-Shorter.wav,sample04.wav,0.9684447783621337,0.9129353233830846,lzma,0.3,7,0.5
Adeste-Fideles-Shorter.wav,sample02.wav,0.9759579263711495,0.9206798866855525,lzma,0.3,7,1.0
Adeste-Fideles-Shorter.wav,Adeste-Fideles-Shorter.wav,0.9083395942900075,0.9083395942900075,lzma,0.3,10,0
Adeste-Fideles-Shorter.wav,sample02.wav,0.9233658903080391,0.9121813031161473,lzma,0.3,10,0.1
Adeste-Fideles-Shorter.wav,sample02.wav,0.9609316303531179,0.9121813031161473,lzma,0.3,10,0.5
Adeste-Fideles-Shorter.wav,sample02.wav,0.9722013523666416,0.9178470254957507,lzma,0.3,10,1.0
Adeste-Fideles-Shorter.wav,sample02.wav,0.9496619083395943,0.9235127478753541,lzma,0.5,4,0
Adeste-Fideles-Shorter.wav,sample02.wav,0.9541697971450037,0.9235127478753541,lzma,0.5,4,0.1
Adeste-Fideles-Shorter.wav,sample02.wav,0.9744552967693464,0.9206798866855525,lzma,0.5,4,0.5
Adeste-Fideles-Shorter.wav,sample02.wav,0.980465815176559,0.9263456090651558,lzma,0.5,4,1.0
Adeste-Fideles-Shorter.wav,sample02.wav,0.927122464312547,0.9150141643059491,lzma,0.5,7,0
Adeste-Fideles-Shorter.wav,sample02.wav,0.9451540195341849,0.9178470254957507,lzma,0.5,7,0.1
Adeste-Fideles-Shorter.wav,sample02.wav,0.9684447783621337,0.9093484419263456,lzma,0.5,7,0.5
Adeste-Fideles-Shorter.wav,sample02.wav,0.9774605559729527,0.9206798866855525,lzma,0.5,7,1.0
Adeste-Fideles-Shorter.wav,Adeste-Fideles-Shorter.wav,0.9030803906836965,0.9030803906836965,lzma,0.5,10,0
Adeste-Fideles-Shorter.wav,sample02.wav,0.9196093163035312,0.9065155807365439,lzma,0.5,10,0.1
Adeste-Fideles-Shorter.wav,sample02.wav,0.9654395191585274,0.9150141643059491,lzma,0.5,10,0.5
Adeste-Fideles-Shorter.wav,sample02.wav,0.9737039819684448,0.9196675900277008,lzma,0.5,10,1.0
