Original File,Guessed File,Original NCD Score,Best NCD Score,Compressor,Sample Start,Sample Duration,Noise Level
cozycoffeehouse.wav,sample04.wav,0.9700854700854701,0.9253731343283582,lzma,0.1,4,0
cozycoffeehouse.wav,sample04.wav,0.9681861348528015,0.9253731343283582,lzma,0.1,4,0.1
cozycoffeehouse.wav,sample04.wav,0.9691358024691358,0.9253731343283582,lzma,0.1,4,0.5
cozycoffeehouse.wav,sample04.wav,0.9743589743589743,0.9253731343283582,lzma,0.1,4,1.0
cozycoffeehouse.wav,sample02.wav,0.9567901234567902,0.9178470254957507,lzma,0.1,7,0
cozycoffeehouse.wav,sample02.wav,0.9558404558404558,0.9178470254957507,lzma,0.1,7,0.1
cozycoffeehouse.wav,sample04.wav,0.9601139601139601,0.9203980099502488,lzma,0.1,7,0.5
cozycoffeehouse.wav,sample02.wav,0.9639126305792972,0.9178470254957507,lzma,0.1,7,1.0
cozycoffeehouse.wav,sample02.wav,0.9458689458689459,0.9150141643059491,lzma,0.1,10,0
cozycoffeehouse.wav,sample04.wav,0.9482431149097815,0.9203980099502488,lzma,0.1,10,0.1
cozycoffeehouse.wav,sample04.wav,0.9477682811016145,0.917910447761194,lzma,0.1,10,0.5
cozycoffeehouse.wav,sample02.wav,0.9472934472934473,0.9178470254957507,lzma,0.1,10,1.0
cozycoffeehouse.wav,sample04.wav,0.9686609686609686,0.9228855721393034,lzma,0.3,4,0
cozycoffeehouse.wav,sample04.wav,0.9639126305792972,0.9228855721393034,lzma,0.3,4,0.1
cozycoffeehouse.wav,sample04.wav,0.9710351377018044,0.927860696517413,lzma,0.3,4,0.5
cozycoffeehouse.wav,sample04.wav,0.9700854700854701,0.9253731343283582,lzma,0.3,4,1.0
cozycoffeehouse.wav,sample04.wav,0.956315289648623,0.9203980099502488,lzma,0.3,7,0
cozycoffeehouse.wav,sample04.wav,0.9558404558404558,0.9154228855721394,lzma,0.3,7,0.1
cozycoffeehouse.wav,sample04.wav,0.9548907882241215,0.917910447761194,lzma,0.3,7,0.5
cozycoffeehouse.wav,sample04.wav,0.959639126305793,0.917910447761194,lzma,0.3,7,1.0
cozycoffeehouse.wav,sample04.wav,0.9406457739791073,0.917910447761194,lzma,0.3,10,0
cozycoffeehouse.wav,sample04.wav,0.9387464387464387,0.9154228855721394,lzma,0.3,10,0.1
cozycoffeehouse.wav,sample04.wav,0.9444444444444444,0.9154228855721394,lzma,0.3,10,0.5
cozycoffeehouse.wav,sample04.wav,0.946343779677113,0.9154228855721394,lzma,0.3,10,1.0
cozycoffeehouse.wav,sample02.wav,0.9748338081671415,0.9263456090651558,lzma,0.5,4,0
cozycoffeehouse.wav,sample04.wav,0.9700854700854701,0.927860696517413,lzma,0.5,4,0.1
cozycoffeehouse.wav,sample04.wav,0.9700854700854701,0.927860696517413,lzma,0.5,4,0.5
cozycoffeehouse.wav,sample04.wav,0.9786324786324786,0.927860696517413,lzma,0.5,4,1.0
cozycoffeehouse.wav,sample02.wav,0.9586894586894587,0.9206798866855525,lzma,0.5,7,0
cozycoffeehouse.wav,sample04.wav,0.9572649572649573,0.917910447761194,lzma,0.5,7,0.1
cozycoffeehouse.wav,sample04.wav,0.9572649572649573,0.9203980099502488,lzma,0.5,7,0.5
cozycoffeehouse.wav,sample04.wav,0.9605887939221273,0.9154228855721394,lzma,0.5,7,1.0
cozycoffeehouse.wav,sample04.wav,0.9501424501424501,0.9203980099502488,lzma,0.5,10,0
cozycoffeehouse.wav,sample04.wav,0.9482431149097815,0.9203980099502488,lzma,0.5,10,0.1
cozycoffeehouse.wav,sample04.wav,0.9434947768281101,0.9203980099502488,lzma,0.5,10,0.5
cozycoffeehouse.wav,sample04.wav,0.9506172839506173,0.9203980099502488,lzma,0.5,10,1.0
